WKT,nama,deskripsi
"POLYGON ((106.7246401 -6.0899463, 106.7061007 -6.0954084, 106.686188 -6.0981395, 106.6889346 -6.1397862, 106.6889346 -6.1780164, 106.7239535 -6.1930347, 106.7136538 -6.2271655, 106.7411196 -6.2237525, 106.7486727 -6.2442301, 106.7555392 -6.259929, 106.7472994 -6.2728973, 106.7665255 -6.2926904, 106.7768252 -6.3158952, 106.8090975 -6.3145302, 106.7933047 -6.3541125, 106.7905581 -6.3657137, 106.827637 -6.3561598, 106.8420565 -6.3418287, 106.8647158 -6.3582071, 106.8880618 -6.3684433, 106.9162142 -6.3636664, 106.924454 -6.321355, 106.9203341 -6.2961029, 106.9100344 -6.2926904, 106.9072878 -6.2619766, 106.9141543 -6.2517383, 106.9450533 -6.2524208, 106.9464266 -6.2278481, 106.9635928 -6.2121482, 106.9725192 -6.1821123, 106.9690859 -6.1097463, 106.9162142 -6.1070153, 106.8935549 -6.107698, 106.8935549 -6.1302282, 106.858536 -6.1220355, 106.8207705 -6.1309109, 106.7898715 -6.1315937, 106.7740786 -6.1220355, 106.7390597 -6.1227183, 106.7246401 -6.0899463))",area wilayah jakarta,
