WKT,nama,deskripsi
"POLYGON ((106.8547618 -6.3858219, 106.8346774 -6.3619378, 106.7869556 -6.3670559, 106.7769992 -6.3484599, 106.7497051 -6.3527251, 106.7457568 -6.377292, 106.7467868 -6.3899161, 106.740607 -6.4071459, 106.7333972 -6.4325631, 106.7354572 -6.4538852, 106.7727077 -6.4462094, 106.8302142 -6.4511561, 106.8638599 -6.4520089, 106.8842876 -6.4361453, 106.8961322 -6.4271045, 106.8976772 -6.3999811, 106.8547618 -6.3858219))",area wilayah depok,
