WKT,nama,deskripsi
"POLYGON ((110.8261902 -8.1996383, 110.8179505 -8.1398267, 110.7904847 -8.160218, 110.791858 -8.1357483, 110.7794983 -8.0718481, 110.7547791 -8.0296957, 110.7657654 -7.9984185, 110.768512 -7.9181746, 110.7891114 -7.8624028, 110.7863648 -7.8229498, 110.7712586 -7.8066234, 110.7506592 -7.8256709, 110.7204468 -7.7902963, 110.6916077 -7.8066234, 110.6710083 -7.7875751, 110.5968506 -7.807984, 110.5501587 -7.7957387, 110.4979737 -7.7658045, 110.4457886 -7.5453144, 110.2713807 -7.7045687, 110.259021 -7.6433241, 110.1615174 -7.6378797, 110.1285584 -7.670545, 110.1326783 -7.7494758, 110.0736268 -7.7998205, 110.0351746 -7.8773667, 110.1299317 -7.9290561, 110.4567749 -8.0922429, 110.8261902 -8.1996383))",area wilayah yogyakarta,
